rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
865,perplexity-search-zh,@org-02qudk26/perplexity-search-zh,296,0,0,enterprise,knowledge-management,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过 LiteLLM 与 OpenRouter 使用 Perplexity 模型进行 AI 驱动的联网搜索，获取实时信息。当需要进行联网搜索以获取最新信息、查找,通过 LiteLLM 与 OpenRouter 使用 Perplexity 模型进行 AI 驱动的联网搜索，获取实时信息。当需要进行联网搜索以获取最新信息、查找
866,customer-feedback-analysis-zh,@org-02qudk26/customer-feedback-analysis-zh,296,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,分析 NPS、CSAT 和定性客户反馈，提取主题、识别趋势，并生成可执行的洞察报告。,分析 NPS、CSAT 和定性客户反馈，提取主题、识别趋势，并生成可执行的洞察报告。
867,remote-browser-deploy,@efficient-technology/remote-browser-deploy,296,0,0,enterprise,it-ops-security,效享网络,true,四川效享网络科技有限公司,,2026-06-03,2026-08-17,1.0.1,一键部署远程可视化浏览器：Linux（云服务器/NAS/本地）noVNC + Chromium + CDP 三合一，Windows 本机 Edge/Chrome CDP 一键接管。技术栈：noVNC（Web VNC）+ Chromium（浏览器）+ CDP（Chrome DevTools Protocol）。解决...,一键部署远程可视化浏览器：Linux（云服务器/NAS/本地）noVNC + Chromium + CDP 三合一，Windows 本机 Edge/Chrome CDP 一键接管。技术栈：noVNC（Web VNC）+ Chromium（浏览器）+ CDP（Chrome DevTools Protocol）。解决...
868,medical-department-meeting-ppt-creation,@saibailan/medical-department-meeting-ppt-creation,295,0,2,enterprise,office-efficiency,赛柏蓝,true,北京赛柏蓝健康科技有限公司,,2026-05-24,2026-08-19,1.0.0,医学科室会PPT制作全流程技能，当用户需要制作科室会学术汇报PPT、医药代表科室会演讲材料、产品科室会推广演示文稿、临床科室会培训PPT时触发。,医学科室会PPT制作全流程技能，当用户需要制作科室会学术汇报PPT、医药代表科室会演讲材料、产品科室会推广演示文稿、临床科室会培训PPT时触发。
869,arxiv-paper,@org-rn88lg3j/arxiv-paper,295,0,0,enterprise,knowledge-management,小笨羊科技,true,小笨羊科技（北京）有限公司,,2026-07-21,2026-08-19,1.0.0,一个基于arXiv的论文检索与内容解析工具，支持论文搜索、PDF链接获取和内容解析功能，适用于学术研究和AI领域的最新论文获取。,一个基于arXiv的论文检索与内容解析工具，支持论文搜索、PDF链接获取和内容解析功能，适用于学术研究和AI领域的最新论文获取。
870,prompt-engineering-zh,@org-02qudk26/prompt-engineering-zh,295,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,提示工程模式、最佳实践和优化技术的专家指南。用于用户想要改进提示词、学习提示策略或调试智能体行为时。,提示工程模式、最佳实践和优化技术的专家指南。用于用户想要改进提示词、学习提示策略或调试智能体行为时。
871,github-issue-creator-zh,@org-02qudk26/github-issue-creator-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-19,1.0.0,将原始笔记、错误日志、语音听写或截图转换为简洁的 GitHub 风格 Markdown 问题报告。当用户粘贴 bug 信息、错误消息或非正式描述，并想要结构化的,将原始笔记、错误日志、语音听写或截图转换为简洁的 GitHub 风格 Markdown 问题报告。当用户粘贴 bug 信息、错误消息或非正式描述，并想要结构化的
872,legacy-modernizer,@org-02qudk26/legacy-modernizer,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,重构遗留代码库，迁移过时框架，并实施渐进式现代化。处理技术债务、依赖更新和向后兼容性。主动用于遗留系统更新、框架迁移或技术债务减少。,重构遗留代码库，迁移过时框架，并实施渐进式现代化。处理技术债务、依赖更新和向后兼容性。主动用于遗留系统更新、框架迁移或技术债务减少。
873,sketch-zh,@org-02qudk26/sketch-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,使用 Gemini API 生成 AI 图像生成代码,使用 Gemini API 生成 AI 图像生成代码
874,python-packaging-zh,@org-02qudk26/python-packaging-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,创建可发布的 Python 包，包含项目结构、setup.py/pyproject.toml 以及发布到 PyPI。用于打包 Python 库、创建 CLI 工,创建可发布的 Python 包，包含项目结构、setup.py/pyproject.toml 以及发布到 PyPI。用于打包 Python 库、创建 CLI 工
875,spark-zh,@org-02qudk26/spark-zh,295,0,0,enterprise,content-creation,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,提出利用现有数据/逻辑作为 Markdown 规范的新功能,提出利用现有数据/逻辑作为 Markdown 规范的新功能
876,mlops-engineer,@org-02qudk26/mlops-engineer,295,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用 MLflow、Kubeflow 与现代 MLOps 工具构建全面的 ML 流水线、实验跟踪与模型注册表。跨云平实现自动化训练、部署与监控。在 ML 基础设,使用 MLflow、Kubeflow 与现代 MLOps 工具构建全面的 ML 流水线、实验跟踪与模型注册表。跨云平实现自动化训练、部署与监控。在 ML 基础设
877,alpha-vantage-zh,@org-02qudk26/alpha-vantage-zh,295,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过 Alpha Vantage API 获取金融市场数据。,通过 Alpha Vantage API 获取金融市场数据。
878,finishing-a-development-branch-zh,@org-02qudk26/finishing-a-development-branch-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,当实现已完成、所有测试通过，且你需要决定如何整合这项工作——通过呈现合并、PR 或清理的结构化选项，引导开发工作的收尾时使用。,当实现已完成、所有测试通过，且你需要决定如何整合这项工作——通过呈现合并、PR 或清理的结构化选项，引导开发工作的收尾时使用。
879,anvil-zh,@org-02qudk26/anvil-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,构建终端 UI、CLI 工具与开发工具集成（linter/测试运行器/构建工具接线）。当需要 CLI/TUI 设计或实现时使用。语言无关——支持 Node.js,构建终端 UI、CLI 工具与开发工具集成（linter/测试运行器/构建工具接线）。当需要 CLI/TUI 设计或实现时使用。语言无关——支持 Node.js
880,design-md-zh,@org-02qudk26/design-md-zh,295,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,分析 Stitch 项目，并将语义化设计系统综合提炼进 DESIGN.md 文件。,分析 Stitch 项目，并将语义化设计系统综合提炼进 DESIGN.md 文件。
881,scout-zh,@org-02qudk26/scout-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,通过根本原因分析 (RCA)、重现步骤和影响评估来调查错误,通过根本原因分析 (RCA)、重现步骤和影响评估来调查错误
882,requesting-code-review-zh,@org-02qudk26/requesting-code-review-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,在完成任务、实现主要功能或合并之前使用，以验证工作是否符合要求,在完成任务、实现主要功能或合并之前使用，以验证工作是否符合要求
883,performance-profiling-zh,@org-02qudk26/performance-profiling-zh,295,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,性能剖析原则。涵盖测量、分析与优化技术。,性能剖析原则。涵盖测量、分析与优化技术。
884,kutesmart-platform-order-progress-purchase-progress,@kutesmart/kutesmart-platform-order-progress-purchase-progress,295,0,0,enterprise,business-ops,青岛酷特智能股份有限公司,true,青岛酷特智能科技有限公司,,2026-07-03,2026-08-18,1.0.3,调用海外运营平台接口 GET /order/orden-procurement-progress/getProgress/{orderId}，用于查询采购/生产进度。这是一个最小颗粒度 API skill；当用户需要执行该单一接口动作，或上层 agent 需要编排商城浏览、搜索、下单链路中的这一步时触发。,调用海外运营平台接口 GET /order/orden-procurement-progress/getProgress/{orderId}，用于查询采购/生产进度。这是一个最小颗粒度 API skill；当用户需要执行该单一接口动作，或上层 agent 需要编排商城浏览、搜索、下单链路中的这一步时触发。
885,tencentdb-databaseclaw-skill,@tencent-adm/tencentdb-databaseclaw-skill,295,0,0,enterprise,data-analysis,腾讯云数据库,true,腾讯科技（深圳）有限公司,,2026-06-15,2026-08-17,1.0.1,,
886,copy-polish,@kunlungrowth/copy-polish,294,0,0,enterprise,content-creation,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-27,2026-08-19,1.0.0,润色优化各类文案，提升通顺节奏说服力与卖点表达,润色优化各类文案，提升通顺节奏说服力与卖点表达
887,cn-llm-application-dev-ai-assistant,@org-02qudk26/cn-llm-application-dev-ai-assistant,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,你是一名 AI 助手开发专家，专注于通过自然语言理解、上下文管理与无缝集成，构建智能对话界面、聊天机器人与 AI 驱动应用的完整解决方案。,你是一名 AI 助手开发专家，专注于通过自然语言理解、上下文管理与无缝集成，构建智能对话界面、聊天机器人与 AI 驱动应用的完整解决方案。
888,api-design-principles-zh,@org-02qudk26/api-design-principles-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,REST 与 GraphQL 的 API 设计原则。,REST 与 GraphQL 的 API 设计原则。
889,crewai-zh,@org-02qudk26/crewai-zh,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,CrewAI 专家——领先的基于角色的多智能体框架，被 60% 的世界 500 强企业使用。涵盖带有角色和目标的智能体设计、任务定义、团队编排、流程类型（顺序、,CrewAI 专家——领先的基于角色的多智能体框架，被 60% 的世界 500 强企业使用。涵盖带有角色和目标的智能体设计、任务定义、团队编排、流程类型（顺序、
890,schema-markup-zh,@org-02qudk26/schema-markup-zh,294,0,0,enterprise,content-creation,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,"当用户希望在其站点上添加、修复或优化结构化数据与 schema 标记时使用。当用户提及 ""schema markup""、""structured data""、""J","当用户希望在其站点上添加、修复或优化结构化数据与 schema 标记时使用。当用户提及 ""schema markup""、""structured data""、""J"
891,mend-zh,@org-02qudk26/mend-zh,294,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,自动修复已知故障模式。接收Triage诊断和Beacon告警，执行具有安全等级分类、分阶段验证和回滚功能的手册。当需要自动事件修复时使用。,自动修复已知故障模式。接收Triage诊断和Beacon告警，执行具有安全等级分类、分阶段验证和回滚功能的手册。当需要自动事件修复时使用。
892,ml-engineer,@org-02qudk26/ml-engineer,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用 PyTorch 2.x、TensorFlow 与现代 ML 框架构建生产级机器学习系统。实现模型服务、特征工程、A/B 测试与监控。在 ML 模型部署、推,使用 PyTorch 2.x、TensorFlow 与现代 ML 框架构建生产级机器学习系统。实现模型服务、特征工程、A/B 测试与监控。在 ML 模型部署、推
893,pyhealth,@org-02qudk26/pyhealth,294,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,全面的医疗 AI 工具包，用于开发、测试和部署基于临床数据的机器学习模型。适用于处理电子健康记录（EHR）、临床预测任务（死亡率、再入院、药物推荐）、医学编码系,全面的医疗 AI 工具包，用于开发、测试和部署基于临床数据的机器学习模型。适用于处理电子健康记录（EHR）、临床预测任务（死亡率、再入院、药物推荐）、医学编码系
894,funnel-zh,@org-02qudk26/funnel-zh,294,0,0,enterprise,business-ops,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过结构设计、转化策略、CTA优化和响应式设计，从头到尾构建落地页。适用于创建或改进落地页的场景。,通过结构设计、转化策略、CTA优化和响应式设计，从头到尾构建落地页。适用于创建或改进落地页的场景。
895,context-optimization,@org-02qudk26/context-optimization,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,应用压缩（compaction）、掩码（masking）与缓存（caching）策略,应用压缩（compaction）、掩码（masking）与缓存（caching）策略
896,flow-zh,@org-02qudk26/flow-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用 CSS/JavaScript 动画实现悬停效果、加载状态、模态过渡和手势交互。适用于添加有意义的动效、改善交互反馈或实现性能安全的动画。,使用 CSS/JavaScript 动画实现悬停效果、加载状态、模态过渡和手势交互。适用于添加有意义的动效、改善交互反馈或实现性能安全的动画。
897,muse-zh,@org-02qudk26/muse-zh,294,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,定义和管理设计令牌，将令牌系统应用于现有代码库，以及构建设计系统基础。涵盖间距、颜色、排版、深色模式和跨平台输出的令牌架构。,定义和管理设计令牌，将令牌系统应用于现有代码库，以及构建设计系统基础。涵盖间距、颜色、排版、深色模式和跨平台输出的令牌架构。
898,onboarding-cro-zh,@org-02qudk26/onboarding-cro-zh,294,0,0,enterprise,business-ops,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,"当用户希望优化注册后的引导、用户激活、首次使用体验或价值实现时间时使用。当用户提到""引导流程""""激活率""""用户激活""""首次使用体验""""空状态""""引导清单""""ah","当用户希望优化注册后的引导、用户激活、首次使用体验或价值实现时间时使用。当用户提到""引导流程""""激活率""""用户激活""""首次使用体验""""空状态""""引导清单""""ah"
899,accord-zh,@org-02qudk26/accord-zh,294,0,0,enterprise,business-ops,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过分阶段提炼（L0 愿景 → L1 需求 → L2 团队细节 → L3 验收标准）为业务、开发、设计团队编写统一规格包。不编写代码。当用户需要编写跨团队规格、,通过分阶段提炼（L0 愿景 → L1 需求 → L2 团队细节 → L3 验收标准）为业务、开发、设计团队编写统一规格包。不编写代码。当用户需要编写跨团队规格、
900,rag-engineer-zh,@org-02qudk26/rag-engineer-zh,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,擅长构建检索增强生成系统的专家。精通嵌入模型、向量数据库、分块策略和面向 LLM 应用的检索优化。用于构建 RAG、向量搜索、嵌入、语义搜索、文档检索。,擅长构建检索增强生成系统的专家。精通嵌入模型、向量数据库、分块策略和面向 LLM 应用的检索优化。用于构建 RAG、向量搜索、嵌入、语义搜索、文档检索。
901,shift-zh,@org-02qudk26/shift-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,跨框架、库、APIs、数据库、本机运行时和依赖项协调迁移、升级和现代化,跨框架、库、APIs、数据库、本机运行时和依赖项协调迁移、升级和现代化
902,workflow-patterns-zh,@org-02qudk26/workflow-patterns-zh,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,当依据 Conductor 的 TDD 工作流实施任务、处理阶段检查点、管理任务的 git 提交，或理解验证协议时使用此技能。,当依据 Conductor 的 TDD 工作流实施任务、处理阶段检查点、管理任务的 git 提交，或理解验证协议时使用此技能。
903,codex-review-zh,@org-02qudk26/codex-review-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,集成 Codex AI 的专业代码审查，支持自动生成 CHANGELOG。,集成 Codex AI 的专业代码审查，支持自动生成 CHANGELOG。
904,microservices-patterns,@org-02qudk26/microservices-patterns,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,运用服务边界、事件驱动通信与弹性模式设计微服务架构。在构建分布式系统、拆分单体应用或实现微服务时使用。,运用服务边界、事件驱动通信与弹性模式设计微服务架构。在构建分布式系统、拆分单体应用或实现微服务时使用。
905,performance-engineer,@org-02qudk26/performance-engineer,294,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,性能工程专家，专注于现代可观测性、应用优化与可扩展系统性能。精通 OpenTelemetry、分布式追踪、负载测试、多层缓存、Core Web Vitals 与,性能工程专家，专注于现代可观测性、应用优化与可扩展系统性能。精通 OpenTelemetry、分布式追踪、负载测试、多层缓存、Core Web Vitals 与
906,builder-zh,@org-02qudk26/builder-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,实现健壮的业务逻辑、API集成和数据模型，具备类型安全和生产就绪特性。适用于需要业务逻辑实现或API集成的场景。提供交互式结对编程模式（共同实现，逐增量确认）。,实现健壮的业务逻辑、API集成和数据模型，具备类型安全和生产就绪特性。适用于需要业务逻辑实现或API集成的场景。提供交互式结对编程模式（共同实现，逐增量确认）。
907,helm-zh,@org-02qudk26/helm-zh,294,0,0,enterprise,business-ops,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过财务、市场和竞争数据进行短期/中期/长期情景规划来模拟商业策略。应用 SWOT/PESTLE/Porter 分析、KPI 预测和战略路线图生成。不编写代码。,通过财务、市场和竞争数据进行短期/中期/长期情景规划来模拟商业策略。应用 SWOT/PESTLE/Porter 分析、KPI 预测和战略路线图生成。不编写代码。
908,incident-responder-zh,@org-02qudk26/incident-responder-zh,294,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,专家级 SRE 事件响应者，专精快速问题解决、现代可观测性与全面的事件管理。精通事件指挥、无指责事后复盘、错误预算管理与系统可靠性模式。处理严重宕机、沟通策略与,专家级 SRE 事件响应者，专精快速问题解决、现代可观测性与全面的事件管理。精通事件指挥、无指责事后复盘、错误预算管理与系统可靠性模式。处理严重宕机、沟通策略与
909,neon-postgres-zh,@org-02qudk26/neon-postgres-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,Neon 无服务器 Postgres 的专家模式：分支管理、连接池，以及与 Prisma/Drizzle 的集成。适用场景：neon 数据库、无服务器 post,Neon 无服务器 Postgres 的专家模式：分支管理、连接池，以及与 Prisma/Drizzle 的集成。适用场景：neon 数据库、无服务器 post
910,find-bugs,@org-02qudk26/find-bugs,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,在本地分支的更改中查找 bug、安全漏洞与代码质量问题。当用户要求审查更改、查找 bug、安全审查或审计当前分支上的代码时使用。,在本地分支的更改中查找 bug、安全漏洞与代码质量问题。当用户要求审查更改、查找 bug、安全审查或审计当前分支上的代码时使用。
911,llm-application-dev-prompt-optimize,@org-02qudk26/llm-application-dev-prompt-optimize,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,你是一名提示词工程专家，擅长运用宪法式 AI、思维链推理与针对特定模型的优化等高级技术，为 LLM 精心打造高效提示词。,你是一名提示词工程专家，擅长运用宪法式 AI、思维链推理与针对特定模型的优化等高级技术，为 LLM 精心打造高效提示词。
912,cn-anndata,@org-02qudk26/cn-anndata,294,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,单细胞分析中带注释矩阵的数据结构。处理 .h5ad 文件或与 scverse 生态集成时使用。本 skill 为数据格式类——分析流程请使用 scanpy，概率,单细胞分析中带注释矩阵的数据结构。处理 .h5ad 文件或与 scverse 生态集成时使用。本 skill 为数据格式类——分析流程请使用 scanpy，概率
913,podcast-generation-zh,@org-02qudk26/podcast-generation-zh,294,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,通过 WebSocket 使用 Azure OpenAI 的 GPT Realtime Mini 模型生成 AI 驱动的播客式音频叙事。用于构建文本转语音功能、,通过 WebSocket 使用 Azure OpenAI 的 GPT Realtime Mini 模型生成 AI 驱动的播客式音频叙事。用于构建文本转语音功能、
914,prose-zh,@org-02qudk26/prose-zh,294,0,0,enterprise,content-creation,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,编写面向用户的 UX 文本，包括微文案、错误消息、语气和语调设计、引导文案和无障碍文本。当需要 UX 写作或内容策略时使用。,编写面向用户的 UX 文本，包括微文案、错误消息、语气和语调设计、引导文案和无障碍文本。当需要 UX 写作或内容策略时使用。
915,lead-scoring-zh,@org-02qudk26/lead-scoring-zh,294,0,0,enterprise,business-ops,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,根据企业特征契合度和行为互动信号对线索评分与排序，产出供销售团队聚焦的排名层级。,根据企业特征契合度和行为互动信号对线索评分与排序，产出供销售团队聚焦的排名层级。
916,investor-distiller,@redfox-data/investor-distiller,294,0,1,enterprise,data-analysis,红狐数据,false,,,2026-07-06,2026-08-18,1.0.0,公众号投资博主蒸馏器。通过公众号文章数据，自动提取交易体系、市场判断、表达风格、内容深度、互动特征、热点图谱、 人设基因七维DNA，输出结构化风格画像 profile。 触发词：蒸馏投资博主、蒸馏大V、蒸馏公众号大V、分析投资博主风格、 提取交易体系、风格画像、投资博主蒸馏。,公众号投资博主蒸馏器。通过公众号文章数据，自动提取交易体系、市场判断、表达风格、内容深度、互动特征、热点图谱、 人设基因七维DNA，输出结构化风格画像 profile。 触发词：蒸馏投资博主、蒸馏大V、蒸馏公众号大V、分析投资博主风格、 提取交易体系、风格画像、投资博主蒸馏。
917,artisan-zh,@org-02qudk26/artisan-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,为 React/Vue/Svelte 实现生产级前端代码。处理 hooks 设计、状态管理、Server Components、表单处理与数据获取。将 Forg,为 React/Vue/Svelte 实现生产级前端代码。处理 hooks 设计、状态管理、Server Components、表单处理与数据获取。将 Forg
918,api-designer-zh,@org-02qudk26/api-designer-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,# API 设计器技能 你是一名专业的 API 架构师。 询问用户是只需要端点还是完整的详细响应（仅端点/详细设计）。如果用户已经在输入中说明了需求的细节，则不,# API 设计器技能 你是一名专业的 API 架构师。 询问用户是只需要端点还是完整的详细响应（仅端点/详细设计）。如果用户已经在输入中说明了需求的细节，则不
919,git-advanced-workflows-zh,@org-02qudk26/git-advanced-workflows-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,掌握高级 Git 工作流，包括变基、拣选、二分查找、工作树和引用日志，以维护干净的提交历史并从任何状况中恢复。用于管理复杂的 Git 历史、在特性分支上协作或排,掌握高级 Git 工作流，包括变基、拣选、二分查找、工作树和引用日志，以维护干净的提交历史并从任何状况中恢复。用于管理复杂的 Git 历史、在特性分支上协作或排
920,clarity-gate-zh,@org-02qudk26/clarity-gate-zh,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,RAG 系统中用于认知质量的预摄入验证，包含 9 点验证和两轮人机协作工作流,RAG 系统中用于认知质量的预摄入验证，包含 9 点验证和两轮人机协作工作流
921,polyglot-zh,@org-02qudk26/polyglot-zh,294,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,实现国际化（i18n）和本地化（l10n）。提取硬编码字符串到 t() 函数，集成 Intl API 进行日期/货币/数字格式化，管理翻译键，并添加 RTL 布,实现国际化（i18n）和本地化（l10n）。提取硬编码字符串到 t() 函数，集成 Intl API 进行日期/货币/数字格式化，管理翻译键，并添加 RTL 布
922,compass-zh,@org-02qudk26/compass-zh,294,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,在技能生态系统中导航并引导上手。列出代理，为任务推荐最佳匹配。不用于任务执行（Nexus）或代理设计（Architect）。,在技能生态系统中导航并引导上手。列出代理，为任务推荐最佳匹配。不用于任务执行（Nexus）或代理设计（Architect）。
923,cn-theme-factory,@org-02qudk26/cn-theme-factory,294,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,用于为具有主题的工件设计样式的工具包,用于为具有主题的工件设计样式的工具包
924,omniverse-cad-to-simready,@org-02qudk26/omniverse-cad-to-simready,293,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-19,0.1.0,协调从 CAD/源资产到 SimReady 的端到端工作流。适用于需要转换、材质/物理赋值、SimReady 合规、验证和可选包创建的广泛请求，如 CAD 到,协调从 CAD/源资产到 SimReady 的端到端工作流。适用于需要转换、材质/物理赋值、SimReady 合规、验证和可选包创建的广泛请求，如 CAD 到
925,sdsdfdsf32sdsd,@org-etnv03p7/sdsdfdsf32sdsd,293,0,0,enterprise,design-media,高安科技,false,,,2026-06-22,2026-08-19,1.0.0,AI UI 设计系统助手。当用户需要生成特定品牌风格的 UI、选择设计系统、应用设计规范、让页面看起来像某个知名网站、或提到 DESIGN.md 时使用。支持 66+ 品牌风格，包括 Stripe、Vercel、Airbnb、Apple、Tesla、Notion、Linear 等。,AI UI 设计系统助手。当用户需要生成特定品牌风格的 UI、选择设计系统、应用设计规范、让页面看起来像某个知名网站、或提到 DESIGN.md 时使用。支持 66+ 品牌风格，包括 Stripe、Vercel、Airbnb、Apple、Tesla、Notion、Linear 等。
926,radar-zh,@org-02qudk26/radar-zh,293,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,补充边界情况测试、修复不稳定测试并提升覆盖率,补充边界情况测试、修复不稳定测试并提升覆盖率
927,claude-api-zh,@org-02qudk26/claude-api-zh,293,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,|-,|-
928,magi-zh,@org-02qudk26/magi-zh,293,0,0,enterprise,ai-agent,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-18,1.0.0,通过多视角透镜（逻各斯/感召/智谋）进行审慎决策，用于架构仲裁、权衡分析、执行/放弃决策和战略决策。不编写代码。不用于架构（Atlas）、需求（Accord）或,通过多视角透镜（逻各斯/感召/智谋）进行审慎决策，用于架构仲裁、权衡分析、执行/放弃决策和战略决策。不编写代码。不用于架构（Atlas）、需求（Accord）或
929,api-documenter,@org-02qudk26/api-documenter,293,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用 OpenAPI 3.1 与 AI 工具编写现代 API 文档。,使用 OpenAPI 3.1 与 AI 工具编写现代 API 文档。
